"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"54FE",54,"FE","26",2949,NA,"6+",NA,NA
"101SN",101,"SN","50",0,NA,"(5/2+)",NA,NA
"102SN",102,"SN","50",0,NA,"0+",NA,NA
"103SN",103,"SN","50",0,NA,"(5/2+)",NA,NA
"103SN",103,"SN","50",168,NA,"(7/2+)",NA,NA
"104SN",104,"SN","50",0,NA,"0+",NA,NA
"105SN",105,"SN","50",10288,3,"(43/2-)",NA,NA
"105TE",105,"TE","52",0,NA,"(5/2+)","0.62 US",7
"105TE",105,"TE","52",150,13,"(7/2+)",NA,NA
"106SN",106,"SN","50",0,NA,"0+",NA,NA
"106SB",106,"SB","51",0,NA,NA,NA,NA
"106TE",106,"TE","52",0,NA,"0+",NA,NA
"107SB",107,"SB","51",0,NA,NA,NA,NA
"107TE",107,"TE","52",721,4,"(9/2+)",NA,NA
"107TE",107,"TE","52",721,4,"(9/2+)",NA,NA
"108SB",108,"SB","51",0,NA,NA,"7.0 S",5
"108TE",108,"TE","52",0,NA,"0+",NA,NA
"109SB",109,"SB","51",0,NA,"5/2+","17.2 S",5
"109TE",109,"TE","52",0,NA,"(5/2+)","4.4 S",2
"110I",110,"I","53",0,NA,"(1+)","0.664 S",24
"110XE",110,"XE","54",0,NA,"0+","93 MS",3
"140CE",140,"CE","58",0,NA,"0+",NA,NA
"141PR",141,"PR","59",0,NA,"5/2+",NA,NA
"142ND",142,"ND","60",0,NA,"0+",NA,NA
"143ND",143,"ND","60",0,NA,"7/2-",NA,NA
"143PM",143,"PM","61",0,NA,"5/2+",NA,NA
"144ND",144,"ND","60",0,NA,"0+",NA,NA
"144PM",144,"PM","61",0,NA,"5-",NA,NA
"144SM",144,"SM","62",0,NA,"0+","STABLE",NA
"145EU",145,"EU","63",0,NA,"5/2+",NA,NA
"145EU",145,"EU","63",329.5,NA,"7/2+",NA,NA
"145EU",145,"EU","63",0,NA,"5/2+",NA,NA
"146SM",146,"SM","62",0,NA,"0+",NA,NA
"146EU",146,"EU","63",NA,NA,NA,NA,NA
"146GD",146,"GD","64",0,NA,"0+","48.27 D",9
"147SM",147,"SM","62",0,NA,"7/2-","1.060E11 Y",11
"147EU",147,"EU","63",0,NA,"5/2+",NA,NA
"147EU",147,"EU","63",229.3,NA,"7/2+",NA,NA
"147EU",147,"EU","63",0,NA,"5/2+","24.1 D",6
"147EU",147,"EU","63",229.3,NA,"7/2+",NA,NA
"147GD",147,"GD","64",0,NA,"7/2-","38.1 H",1
"147GD",147,"GD","64",0,NA,"7/2-",NA,NA
"147TB",147,"TB","65",50.6,9,"11/2-",NA,NA
"147TB",147,"TB","65",354.1,NA,"5/2+",NA,NA
"147TB",147,"TB","65",0,NA,"(1/2+)","1.64 H",3
"147TB",147,"TB","65",50.6,9,"(11/2-)","1.83 M",6
"147TB",147,"TB","65",253.4,NA,"(3/2+)","1.3 NS",NA
"147TB",147,"TB","65",354.1,NA,"(5/2+)","2 NS",NA
"147TB",147,"TB","65",0,NA,"(1/2+)","1.64 H",3
"147TB",147,"TB","65",50.6,9,"(11/2-)","1.83 M",6
"147TB",147,"TB","65",253.4,NA,"(3/2+)","1.3 NS",NA
"147TB",147,"TB","65",354.1,NA,"(5/2+)","2 NS",NA
"147TB",147,"TB","65",0,NA,"1/2+",NA,NA
"147TB",147,"TB","65",354.1,NA,"5/2+",NA,NA
"148SM",148,"SM","62",0,NA,"0+",NA,NA
"148GD",148,"GD","64",0,NA,"0+",NA,NA
"148TB",148,"TB","65",0,NA,"2-",NA,NA
"148TB",148,"TB","65",110,NA,"4-",NA,NA
"148TB",148,"TB","65",178,NA,"2+",NA,NA
"148TB",148,"TB","65",195,NA,"3-",NA,NA
"148TB",148,"TB","65",281,NA,"3+",NA,NA
"148TB",148,"TB","65",90.1,3,"(9)+","2.20 M",5
"148TB",148,"TB","65",328,NA,"7+",NA,NA
"148TB",148,"TB","65",406,NA,"8+",NA,NA
"148DY",148,"DY","66",0,NA,"0+",NA,NA
"149GD",149,"GD","64",0,NA,"7/2-",NA,NA
"149GD",149,"GD","64",164.5,NA,"5/2-",NA,NA
"149TB",149,"TB","65",36,3,"11/2-",NA,NA
"149TB",149,"TB","65",0,NA,"1/2+",NA,NA
"149DY",149,"DY","66",2938.1,6,"(1/2+,3/2+)",NA,NA
"149DY",149,"DY","66",0,NA,"(7/2-)",NA,NA
"149HO",149,"HO","67",0,NA,"(11/2-)",NA,NA
"149HO",149,"HO","67",220.4,NA,"(3/2+)",NA,NA
"149HO",149,"HO","67",564.4,NA,"(5/2+)",NA,NA
"149HO",149,"HO","67",49,NA,"(1/2+)",NA,NA
"149HO",149,"HO","67",220.4,NA,"(3/2+)",NA,NA
"149HO",149,"HO","67",564.4,NA,"(5/2+)",NA,NA
"150GD",150,"GD","64",0,NA,"0+",NA,NA
"150TB",150,"TB","65",0,NA,"(2)-","3.48 H",16
"150TB",150,"TB","65",474,51,"(9+)","5.8 M",2
"150DY",150,"DY","66",0,NA,"0+",NA,NA
"150HO",150,"HO","67",0,NA,"(2)-","72 S",4
"150HO",150,"HO","67",130,1,"(1+)",NA,NA
"150HO",150,"HO","67",NA,NA,"(9)+","23.5 S",3
"150HO",150,"HO","67",NA,1,NA,NA,NA
"150ER",150,"ER","68",0,NA,"0+",NA,NA
"151DY",151,"DY","66",0,NA,"7/2(-)",NA,NA
"151HO",151,"HO","67",0,NA,"(11/2-)",NA,NA
"151HO",151,"HO","67",41,2,"(1/2+)",NA,NA
"151ER",151,"ER","68",0,NA,"(7/2-)",NA,NA
"151TM",151,"TM","69",0,NA,"(11/2-)",NA,NA
"151TM",151,"TM","69",NA,NA,"(1/2+)",NA,NA
"151TM",151,"TM","69",0,NA,"(11/2-)",NA,NA
"152DY",152,"DY","66",0,NA,"0+",NA,NA
"152HO",152,"HO","67",0,NA,"2-",NA,NA
"152ER",152,"ER","68",0,NA,"0+",NA,NA
"152TM",152,"TM","69",NA,NA,NA,NA,NA
"152TM",152,"TM","69",NA,NA,NA,NA,NA
"152YB",152,"YB","70",0,NA,"0+",NA,NA
"152YB",152,"YB","70",0,NA,"0+",NA,NA
"153ER",153,"ER","68",0,NA,NA,NA,NA
"153TM",153,"TM","69",0,NA,"(11/2-)",NA,NA
"153YB",153,"YB","70",0,NA,"7/2-",NA,NA
"153LU",153,"LU","71",80,5,"1/2+",NA,NA
"153LU",153,"LU","71",0,NA,"11/2-",NA,NA
"153LU",153,"LU","71",0,NA,NA,NA,NA
"154ER",154,"ER","68",0,NA,"0+",NA,NA
"154TM",154,"TM","69",0,NA,NA,NA,NA
"154YB",154,"YB","70",0,NA,"0+",NA,NA
"154LU",154,"LU","71",0,NA,"(2-)",NA,NA
"154LU",154,"LU","71",59,9,"(9+)",NA,NA
"154HF",154,"HF","72",0,NA,"0+",NA,NA
"154HF",154,"HF","72",0,NA,"0+",NA,NA
"155TM",155,"TM","69",NA,NA,NA,NA,NA
"155YB",155,"YB","70",0,NA,"(7/2-)","1.739 S",19
"155LU",155,"LU","71",20,6,"1/2+",NA,NA
"155LU",155,"LU","71",0,NA,"11/2-",NA,NA
"155HF",155,"HF","72",0,NA,NA,"0.89 S",12
"155TA",155,"TA","73",NA,NA,"11/2-","2.9 MS",NA
"156YB",156,"YB","70",0,NA,"0+",NA,NA
"156LU",156,"LU","71",0,NA,"(2)-",NA,NA
"156LU",156,"LU","71",NA,NA,"9+",NA,NA
"156HF",156,"HF","72",0,NA,"0+",NA,NA
"156TA",156,"TA","73",0,NA,"(2-)",NA,NA
"157YB",157,"YB","70",NA,NA,NA,NA,NA
"157LU",157,"LU","71",0,NA,"(1/2+,3/2+)","6.8 S",18
"157LU",157,"LU","71",26,7,"(11/2-)","4.79 S",12
"157HF",157,"HF","72",NA,NA,NA,NA,NA
"157TA",157,"TA","73",22,5,"11/2-","4.3 MS",1
"157W",157,"W","74",0,NA,"(7/2-)","275 MS",40
"157W",157,"W","74",318,33,"(9/2-)",NA,NA
"158YB",158,"YB","70",0,NA,"0+",NA,NA
"158YB",158,"YB","70",358.2,1,"(2+)",NA,NA
"158LU",158,"LU","71",0,NA,NA,NA,NA
"158HF",158,"HF","72",0,NA,"0+",NA,NA
"158TA",158,"TA","73",0,NA,"(2-)","55 MS",15
"158TA",158,"TA","73",141,9,"(9+)","36.7 MS",15
"158TA",158,"TA","73",207,9,"(10+)",NA,NA
"158W",158,"W","74",0,NA,"0+",NA,NA
"159LU",159,"LU","71",0,NA,NA,NA,NA
"159HF",159,"HF","72",0,NA,"7/2-",NA,NA
"159TA",159,"TA","73",0,NA,"1/2+",NA,NA
"159TA",159,"TA","73",64,5,"11/2-",NA,NA
"159W",159,"W","74",0,NA,NA,NA,NA
"160HF",160,"HF","72",0,NA,"0+",NA,NA
"160TA",160,"TA","73",0,NA,NA,NA,NA
"160W",160,"W","74",0,NA,"0+",NA,NA
"161HF",161,"HF","72",0,NA,"(7/2-)",NA,NA
"161TA",161,"TA","73",NA,NA,"(11/2-)",NA,NA
"161W",161,"W","74",NA,NA,NA,NA,NA
"161RE",161,"RE","75",123.8,13,"11/2-","15.6 MS",9
"162HF",162,"HF","72",0,NA,"0+","39.4 S",9
"162TA",162,"TA","73",NA,NA,NA,NA,NA
"162W",162,"W","74",0,NA,"0+","1.36 S",7
"162RE",162,"RE","75",0,NA,"(2-)","107 MS",13
"162RE",162,"RE","75",173,13,"(9+)","77 MS",9
"162OS",162,"OS","76",0,NA,"0+","1.7 MS",5
"163HF",163,"HF","72",0,NA,"(5/2-)",NA,NA
"163TA",163,"TA","73",NA,NA,"(9/2-)",NA,NA
"163TA",163,"TA","73",0,NA,NA,NA,NA
"163W",163,"W","74",0,NA,"7/2-",NA,NA
"163RE",163,"RE","75",0,NA,"1/2+",NA,NA
"163RE",163,"RE","75",115,4,"11/2-",NA,NA
"163OS",163,"OS","76",0,NA,"(7/2-)",NA,NA
"164HF",164,"HF","72",0,NA,"0+",NA,NA
"164TA",164,"TA","73",111.8,NA,NA,NA,NA
"164W",164,"W","74",0,NA,"0+",NA,NA
"164RE",164,"RE","75",0,NA,NA,"0.70 S",16
"164RE",164,"RE","75",NA,NA,NA,"0.86 S",NA
"164RE",164,"RE","75",NA,NA,NA,NA,NA
"164OS",164,"OS","76",0,NA,"0+",NA,NA
"165TA",165,"TA","73",60,30,NA,NA,NA
"165TA",165,"TA","73",230,30,NA,NA,NA
"165TA",165,"TA","73",0,NA,NA,NA,NA
"165W",165,"W","74",0,NA,"(5/2-)",NA,NA
"165W",165,"W","74",43,NA,"(3/2-)",NA,NA
"165W",165,"W","74",72,NA,"(7/2-)",NA,NA
"165RE",165,"RE","75",0,NA,"(1/2+)",NA,NA
"165RE",165,"RE","75",48,26,"(11/2-)",NA,NA
"165OS",165,"OS","76",0,NA,"(7/2-)",NA,NA
"166W",166,"W","74",0,NA,"0+","19.2 S",6
"166RE",166,"RE","75",NA,NA,"(3-)",NA,NA
"166RE",166,"RE","75",NA,NA,NA,NA,NA
"166RE",166,"RE","75",NA,NA,NA,NA,NA
"166RE",166,"RE","75",NA,NA,NA,NA,NA
"166RE",166,"RE","75",NA,NA,NA,NA,NA
"166OS",166,"OS","76",0,NA,"0+","181 MS",38
"166IR",166,"IR","77",0,NA,"(2-)",NA,NA
"166IR",166,"IR","77",172,6,"(9+)",NA,NA
"167W",167,"W","74",NA,NA,"(5/2-)",NA,NA
"167W",167,"W","74",NA,NA,"(7/2-)",NA,NA
"167RE",167,"RE","75",92,NA,"(11/2-)",NA,NA
"167OS",167,"OS","76",0,NA,"(7/2-)",NA,NA
"167IR",167,"IR","77",175.3,22,"11/2-","30.0 MS",6
"168W",168,"W","74",0,NA,"0+",NA,NA
"168RE",168,"RE","75",349.2,6,"(3)",NA,NA
"168RE",168,"RE","75",162.1,2,"(8+)",NA,NA
"168OS",168,"OS","76",0,NA,"0+",NA,NA
"168IR",168,"IR","77",0,NA,NA,"222 MS",NA
"168IR",168,"IR","77",NA,NA,NA,"159 MS",NA
"168IR",168,"IR","77",NA,12,NA,NA,NA
"168PT",168,"PT","78",0,NA,"0+",NA,NA
"169W",169,"W","74",0,NA,"(5/2-)","74 S",6
"169RE",169,"RE","75",NA,27,"(1/2+,3/2+)","15.1 S",15
"169RE",169,"RE","75",136.2,2,"(11/2-)",NA,NA
"169OS",169,"OS","76",0,NA,"(5/2-)","3.40 S",9
"169OS",169,"OS","76",101,7,NA,NA,NA
"169OS",169,"OS","76",136.2,5,NA,NA,NA
"169OS",169,"OS","76",171.2,5,NA,NA,NA
"169IR",169,"IR","77",0,NA,"(1/2+)","0.64 S",NA
"169IR",169,"IR","77",153,24,"(11/2-)","0.308 S",22
"169PT",169,"PT","78",0,NA,NA,NA,NA
"170YB",170,"YB","70",0,NA,"0+",NA,NA
"170W",170,"W","74",0,NA,"0+",NA,NA
"170RE",170,"RE","75",224.7,3,"(3+)",NA,NA
"170RE",170,"RE","75",210.32,19,"(7+)",NA,NA
"170RE",170,"RE","75",370.1,6,NA,NA,NA
"170OS",170,"OS","76",0,NA,"0+","7.37 S",18
"170OS",170,"OS","76",286.7,5,"2+",NA,NA
"170IR",170,"IR","77",0,NA,"(3-)",NA,NA
"170IR",170,"IR","77",NA,NA,"(8+)",NA,NA
"170IR",170,"IR","77",NA,14,NA,NA,NA
"170IR",170,"IR","77",NA,5,"(9+)",NA,NA
"170IR",170,"IR","77",NA,5,"(7-,8-,9-)",NA,NA
"170PT",170,"PT","78",0,NA,"0+",NA,NA
"171RE",171,"RE","75",189.8,4,"(5/2-)",NA,NA
"171OS",171,"OS","76",0,NA,"(5/2-)",NA,NA
"171OS",171,"OS","76",76.8,3,"(7/2-)",NA,NA
"171OS",171,"OS","76",207.7,4,"(9/2-)",NA,NA
"171OS",171,"OS","76",211.2,5,"(7/2-,9/2-)",NA,NA
"171IR",171,"IR","77",0,NA,"(1/2+)",NA,NA
"171IR",171,"IR","77",NA,NA,"(11/2-)",NA,NA
"171PT",171,"PT","78",0,NA,"(7/2-)","45.5 MS",25
"172RE",172,"RE","75",NA,NA,"(5+)","15 S",3
"172OS",172,"OS","76",0,NA,"0+",NA,NA
"172OS",172,"OS","76",228,2,"2+",NA,NA
"172IR",172,"IR","77",NA,NA,"(3-,4-)",NA,NA
"172IR",172,"IR","77",NA,3,NA,NA,NA
"172IR",172,"IR","77",NA,3,NA,NA,NA
"172IR",172,"IR","77",NA,3,NA,NA,NA
"172IR",172,"IR","77",NA,5,NA,NA,NA
"172IR",172,"IR","77",NA,NA,"(7+)",NA,NA
"172IR",172,"IR","77",NA,3,"(8+,9+)",NA,NA
"172IR",172,"IR","77",NA,3,"(8+,9+)",NA,NA
"172PT",172,"PT","78",0,NA,"0+",NA,NA
"173RE",173,"RE","75",0,NA,"(5/2-)","1.98 M",26
"173OS",173,"OS","76",0,NA,"5/2-","22.4 S",9
"173OS",173,"OS","76",91.8,2,"7/2-",NA,NA
"173IR",173,"IR","77",0,NA,"(3/2+,5/2+)",NA,NA
"173IR",173,"IR","77",226,18,"11/2-",NA,NA
"173PT",173,"PT","78",0,NA,"(5/2-)","430 MS",40
"173AU",173,"AU","79",0,NA,"(1/2+)",NA,NA
"173AU",173,"AU","79",214,23,"(11/2-)",NA,NA
"174OS",174,"OS","76",0,NA,"0+",NA,NA
"174OS",174,"OS","76",158.7,3,"2+",NA,NA
"174IR",174,"IR","77",193,11,"(7+)","4.9 S",3
"174IR",174,"IR","77",193,11,"(7+)","4.9 S",3
"174IR",174,"IR","77",193,11,"(7+)","4.9 S",3
"174PT",174,"PT","78",0,NA,"0+",NA,NA
"175OS",175,"OS","76",102.3,4,"(1/2-)",NA,NA
"175IR",175,"IR","77",49,NA,"(9/2-)",NA,NA
"175IR",175,"IR","77",49,NA,"(9/2-)",NA,NA
"175PT",175,"PT","78",0,NA,"7/2-",NA,NA
"175AU",175,"AU","79",0,NA,"(1/2+)",NA,NA
"175AU",175,"AU","79",0,NA,"(1/2+)",NA,NA
"175AU",175,"AU","79",NA,NA,"(11/2-)",NA,NA
"176OS",176,"OS","76",0,NA,"0+",NA,NA
"176IR",176,"IR","77",NA,3,"(32+)",NA,NA
"176IR",176,"IR","77",NA,3,"(32+)",NA,NA
"176IR",176,"IR","77",NA,3,"(32+)",NA,NA
"176IR",176,"IR","77",NA,NA,NA,NA,NA
"176IR",176,"IR","77",NA,NA,NA,"6.9 NS",5
"176IR",176,"IR","77",NA,NA,NA,NA,NA
"176IR",176,"IR","77",NA,NA,NA,NA,NA
"176PT",176,"PT","78",0,NA,"0+","6.33 S",15
"176PT",176,"PT","78",263,1,"2+","76 PS",7
"176PT",176,"PT","78",443,1,"0+","0.7 NS",NA
"176HG",176,"HG","80",0,NA,"0+",NA,NA
"177OS",177,"OS","76",0,NA,"1/2-","3.0 M",2
"177OS",177,"OS","76",88,11,NA,NA,NA
"177IR",177,"IR","77",0,NA,"5/2-","29.8 S",17
"177IR",177,"IR","77",44.6,4,"9/2-",NA,NA
"177IR",177,"IR","77",85.6,4,"(1/2-)",NA,NA
"177IR",177,"IR","77",148.1,3,"(3/2-)",NA,NA
"177IR",177,"IR","77",223,3,"7/2-",NA,NA
"177IR",177,"IR","77",265.9,4,"(3/2-,5/2-)",NA,NA
"177IR",177,"IR","77",332,7,NA,NA,NA
"177IR",177,"IR","77",393,11,NA,NA,NA
"177IR",177,"IR","77",440,11,"11/2-",NA,NA
"177PT",177,"PT","78",0,NA,"5/2-","10.0 S",4
"177PT",177,"PT","78",81,4,"7/2-",NA,NA
"177PT",177,"PT","78",147.4,4,"1/2-","2.2 US",3
"177PT",177,"PT","78",214.2,5,"(3/2-)",NA,NA
"177PT",177,"PT","78",239.8,4,"5/2-",NA,NA
"177AU",177,"AU","79",0,NA,"1/2+","1.501 S",20
"177AU",177,"AU","79",26,17,"(3/2+)",NA,NA
"177AU",177,"AU","79",186,17,"(11/2-)","1.193 S",13
"177AU",177,"AU","79",431,9,"(9/2-)","15 NS",NA
"177HG",177,"HG","80",3588,NA,"(37/2+)",NA,NA
"177HG",177,"HG","80",0,NA,"7/2-","117 MS",7
"177HG",177,"HG","80",77.2,5,"9/2-",NA,NA
"178OS",178,"OS","76",0,NA,"0+",NA,NA
"178IR",178,"IR","77",0,NA,NA,"12 S",2
"178IR",178,"IR","77",54.4,5,"(2+)",NA,NA
"178IR",178,"IR","77",123,7,NA,NA,NA
"178PT",178,"PT","78",0,NA,"0+","20.7 S",7
"178PT",178,"PT","78",170.7,7,"(2+)",NA,NA
"178PT",178,"PT","78",422,8,"0+","0.7 NS",NA
"178AU",178,"AU","79",0,NA,NA,"2.6 S",5
"178HG",178,"HG","80",0,NA,"0+",NA,NA
"179OS",179,"OS","76",0,NA,"1/2-",NA,NA
"179IR",179,"IR","77",0,NA,"(5/2)-",NA,NA
"179IR",179,"IR","77",192.7,NA,"(3/2)-",NA,NA
"179IR",179,"IR","77",271,11,"(1/2,3/2)+",NA,NA
"179IR",179,"IR","77",394,11,NA,NA,NA
"179PT",179,"PT","78",0,NA,"1/2-",NA,NA
"179PT",179,"PT","78",71.4,10,"3/2-",NA,NA
"179PT",179,"PT","78",87.4,10,"5/2-",NA,NA
"179PT",179,"PT","78",241.2,14,"7/2-",NA,NA
"179AU",179,"AU","79",NA,13,NA,"100 US",NA
"179AU",179,"AU","79",NA,4,"(7/2-)",NA,NA
"179AU",179,"AU","79",NA,4,"(9/2-)",NA,NA
"179HG",179,"HG","80",0,NA,"(7/2-)",NA,NA
"179HG",179,"HG","80",217,NA,"(3/2-)",NA,NA
"179HG",179,"HG","80",0,NA,"(7/2-)",NA,NA
"179HG",179,"HG","80",171.4,4,"(13/2+)","6.4 US",9
"180OS",180,"OS","76",0,NA,"0+",NA,NA
"180IR",180,"IR","77",0,NA,NA,NA,NA
"180IR",180,"IR","77",80.4,5,NA,NA,NA
"180IR",180,"IR","77",113.5,5,NA,NA,NA
"180IR",180,"IR","77",167,5,NA,NA,NA
"180IR",180,"IR","77",212.4,5,NA,NA,NA
"180PT",180,"PT","78",0,NA,"0+",NA,NA
"180PT",180,"PT","78",153,NA,"2+",NA,NA
"180PT",180,"PT","78",478,NA,"0+",NA,NA
"180AU",180,"AU","79",0,NA,NA,"8.4 S",6
"180AU",180,"AU","79",0,NA,NA,"8.4 S",6
"180AU",180,"AU","79",0,NA,NA,"8.4 S",6
"180HG",180,"HG","80",0,NA,"0+",NA,NA
"180TL",180,"TL","81",0,NA,"(5-)","1.09 S",1
"180TL",180,"TL","81",0,NA,"(5-)","1.09 S",1
"180TL",180,"TL","81",0,NA,"(5-)","1.09 S",1
"180TL",180,"TL","81",0,NA,"(5-)","1.09 S",1
"180TL",180,"TL","81",0,NA,"(5-)","1.09 S",1
"181OS",181,"OS","76",0,NA,"1/2-",NA,NA
"181IR",181,"IR","77",0,NA,"(5/2)-",NA,NA
"181IR",181,"IR","77",247,11,"(3/2,5/2)-",NA,NA
"181IR",181,"IR","77",500,11,NA,NA,NA
"181PT",181,"PT","78",0,NA,"1/2-","52.0 S",22
"181PT",181,"PT","78",94,NA,"5/2-",NA,NA
"181PT",181,"PT","78",323,NA,"(11/2+)",NA,NA
"181PT",181,"PT","78",346,11,NA,NA,NA
"181PT",181,"PT","78",382,10,"(13/2+)",NA,NA
"181AU",181,"AU","79",NA,NA,NA,NA,NA
"181AU",181,"AU","79",NA,6,NA,NA,NA
"181HG",181,"HG","80",0,NA,"1/2-","3.6 S",1
"181HG",181,"HG","80",64,NA,"3/2-",NA,NA
"181HG",181,"HG","80",269,NA,"3/2-",NA,NA
"181HG",181,"HG","80",NA,NA,"13/2+",NA,NA
"181TL",181,"TL","81",0,NA,"(1/2+)",NA,NA
"182W",182,"W","74",0,NA,"0+",NA,NA
"182OS",182,"OS","76",0,NA,"0+",NA,NA
"182IR",182,"IR","77",152.3,NA,"(1,2)-",NA,NA
"182PT",182,"PT","78",0,NA,"0+",NA,NA
"182AU",182,"AU","79",0,NA,"(2+)",NA,NA
"182HG",182,"HG","80",0,NA,"0+",NA,NA
"182HG",182,"HG","80",328,12,"(0+)",NA,NA
"182HG",182,"HG","80",351.8,3,"2+",NA,NA
"182TL",182,"TL","81",NA,NA,NA,NA,NA
"182TL",182,"TL","81",NA,NA,NA,NA,NA
"182TL",182,"TL","81",NA,NA,NA,NA,NA
"182TL",182,"TL","81",NA,NA,NA,NA,NA
"182TL",182,"TL","81",NA,NA,NA,NA,NA
"182TL",182,"TL","81",NA,NA,NA,NA,NA
"182TL",182,"TL","81",NA,NA,NA,NA,NA
"182PB",182,"PB","82",0,NA,"0+",NA,NA
"183IR",183,"IR","77",NA,NA,NA,NA,NA
"183PT",183,"PT","78",84.73,7,"3/2-",NA,NA
"183PT",183,"PT","78",316.9,7,"(13/2+)",NA,NA
"183AU",183,"AU","79",0,NA,"(5/2)-",NA,NA
"183AU",183,"AU","79",12.4,4,"(9/2)-",NA,NA
"183HG",183,"HG","80",183,9,"(13/2+)",NA,NA
"183HG",183,"HG","80",67.43,25,"3/2-","16 NS",NA
"183HG",183,"HG","80",275.47,25,"(3/2-)","16 NS",NA
"183TL",183,"TL","81",0,NA,"(1/2+)",NA,NA
"183TL",183,"TL","81",273,1,"(3/2+)",NA,NA
"183TL",183,"TL","81",628.7,NA,"(9/2-)",NA,NA
"183TL",183,"TL","81",0,NA,"(1/2+)",NA,NA
"183PB",183,"PB","82",0,NA,"(3/2-)","535 MS",30
"183PB",183,"PB","82",286,1,"(1/2-,5/2-)",NA,NA
"184OS",184,"OS","76",0,NA,"0+",NA,NA
"184PT",184,"PT","78",0,NA,"0+",NA,NA
"184HG",184,"HG","80",0,NA,"0+",NA,NA
"184HG",184,"HG","80",367,NA,"2+",NA,NA
"184HG",184,"HG","80",375,NA,"0+","0.70 NS",NA
"184TL",184,"TL","81",NA,NA,"(7+)",NA,NA
"184TL",184,"TL","81",NA,5,"(6+)",NA,NA
"184TL",184,"TL","81",NA,8,NA,NA,NA
"184TL",184,"TL","81",NA,7,"(10-)",NA,NA
"184TL",184,"TL","81",NA,NA,"(2-)",NA,NA
"184TL",184,"TL","81",NA,5,"(3+)",NA,NA
"184TL",184,"TL","81",NA,7,"(2-,3-,4-)",NA,NA
"184PB",184,"PB","82",0,NA,"0+",NA,NA
"184PB",184,"PB","82",570,30,"(0+)",NA,NA
"185HG",185,"HG","80",99,8,"13/2+","21.6 S",15
"185TL",185,"TL","81",0,NA,"(1/2+)","19.5 S",5
"185TL",185,"TL","81",286,1,"(3/2+)",NA,NA
"185TL",185,"TL","81",454,4,"(9/2-)","1.93 S",8
"185TL",185,"TL","81",578,15,"(11/2-)",NA,NA
"185TL",185,"TL","81",0,NA,"(1/2+)","19.5 S",5
"185TL",185,"TL","81",184,9,"(1/2,3/2,5/2)",NA,NA
"185TL",185,"TL","81",286,1,"(3/2+)",NA,NA
"185PB",185,"PB","82",0,NA,"3/2-","6.3 S",4
"185PB",185,"PB","82",224,1,NA,NA,NA
"185PB",185,"PB","82",278,1,"(5/2-)",NA,NA
"186OS",186,"OS","76",0,NA,"0+",NA,NA
"186HG",186,"HG","80",0,NA,"0+",NA,NA
"186HG",186,"HG","80",409,6,"2+",NA,NA
"186HG",186,"HG","80",532,13,"0+",NA,NA
"186TL",186,"TL","81",NA,NA,"(2-)",NA,NA
"186TL",186,"TL","81",NA,NA,NA,NA,NA
"186TL",186,"TL","81",NA,3,"(3+)","11 NS",4
"186TL",186,"TL","81",NA,NA,"(7+)",NA,NA
"186TL",186,"TL","81",NA,NA,"(6+,7+)","0.4 NS",NA
"186TL",186,"TL","81",NA,NA,"(10-)",NA,NA
"186PB",186,"PB","82",0,NA,"0+",NA,NA
"186PB",186,"PB","82",536,21,"(0+)",NA,NA
"186PB",186,"PB","82",655,21,"(0+)",NA,NA
"187HG",187,"HG","80",0,NA,"3/2(-)",NA,NA
"187TL",187,"TL","81",0,NA,"(1/2+)","51 S",NA
"187TL",187,"TL","81",334,4,"(9/2-)","15.60 S",12
"187TL",187,"TL","81",0,NA,"(1/2+)","51 S",NA
"187PB",187,"PB","82",0,NA,"(13/2+)","18.3 S",3
"187PB",187,"PB","82",2,15,"(3/2-)","15.2 S",3
"187PB",187,"PB","82",377,15,"(3/2-)","10 NS",NA
"187PB",187,"PB","82",0,NA,"(13/2+)",NA,NA
"187PB",187,"PB","82",472,1,"(9/2+)",NA,NA
"187PB",187,"PB","82",494,1,"(13/2+)","10 NS",NA
"187PB",187,"PB","82",573,15,"(9/2+)",NA,NA
"187PB",187,"PB","82",594,1,NA,NA,NA
"187BI",187,"BI","83",112,20,"1/2+","0.31 MS",NA
"187BI",187,"BI","83",0,NA,"9/2-",NA,NA
"187BI",187,"BI","83",63,10,"7/2-",NA,NA
"188HG",188,"HG","80",0,NA,"0+",NA,NA
"188TL",188,"TL","81",0,NA,"(2-)","71 S",2
"188TL",188,"TL","81",184.6,3,"(3+)","34 NS",4
"188TL",188,"TL","81",35,31,"7+","71.5 S",14
"188TL",188,"TL","81",138.1,8,"6+","0.4 NS",NA
"188TL",188,"TL","81",303.8,20,"9-","41 MS",4
"188TL",188,"TL","81",337.4,5,"10-","0.4 NS",NA
"188PB",188,"PB","82",0,NA,"0+",NA,NA
"188PB",188,"PB","82",591,2,"0+",NA,NA
"188BI",188,"BI","83",0,NA,"(3+)","60 MS",3
"188BI",188,"BI","83",65,29,NA,"5 US",NA
"188BI",188,"BI","83",101,29,NA,NA,NA
"188BI",188,"BI","83",172,29,NA,NA,NA
"188BI",188,"BI","83",0,NA,"(3+)","60 MS",3
"188BI",188,"BI","83",NA,NA,"(10-)","265 MS",10
"188BI",188,"BI","83",NA,1,"(9-,10-)",NA,NA
"188BI",188,"BI","83",NA,NA,NA,NA,NA
